title,date_posted,company,company_rating,salary,salary_type,job_type,degree_type,remote,remote_type,city,region,city_lat,city_lng,data_tools,hard_skills,soft_skills,description_kw,description_summ
data services client manager,20-01-2023,University of Auckland,4.4,,,Fulltime,,True,Fully,Auckland City,Auckland,-36.85,174.7833,,research,"reporting,project management,management,communication,leadership,coordination,research,flexible",apply. ngā. autonomous. job. client. data. service,key expected delivery role include data service client management working user understand project aim design translate deliverable data service team enabling specialist portfolio overseeing delivery agreed clinical research data service including monitoring project milestone service quality time allocation staff timesheets billing highlevel administrative task leading implementation strategy operation plan data service liggins institute staff leadership including management data monitor statistician health economist role oversight database development team encourage behaviour aligned development maintenance culture inclusive flexible collaborative. job description te whiwhinga mahi opportunity unique opportunity arisen appoint experienced data service client manager act conduit data team researcher work within worldclass clinical research service university auckland hosted liggins institute. data service client manager primary point contact data service arm human health research service platform research service platform. institute home number highly specialised clinical research service including trial coordination follow clinical research unit well university clinical research data platform. reporting clinical research service manager role key ensuring data platform remains highquality service researcher client meeting need specifications
data engineer,21-01-2023,Contact Energy,4.0,,,Fulltime,,False,,Wellington City,Wellington,-41.2889,174.7772,"python,spark,cloud,aws,git","pipeline,ai,research","organisational,collaboration,administration,leadership,research,critical thinking,flexible",structured. preferably. work. technology. deliver. ana. mātou,designed deployed data pipeline solution complex environment including emerging data technology applied critical thinking skill identify resolve data platform issue data transformation eltetl using range structured unstructured source create data work variety use case used source code control git extensive knowledge sdlc contemporary tool practice expectation opensource data cloud platformsservices preferably aws spark programming preferably python additional skill experience highly beneficial including e. delivering transformation require contact strengthen technology data delivery capability adopt new way working shape culture greater agility innovation customer obsession job description te whiwhinga mahi opportunity journey lift organisational data capability enable people best deliver amazing customer experience create growth increase value business. company description ko wai mātou u ko tō mātou kaupapa nui ko te tuku atu tō mātou pūngao ki te wāhi e tika ana kia whakahaukino kore ai te rāngai pūngao aotearoa te whakatairanga atu te changematters. along great leadership teammate development growth progression opportunity enjoy flexible working free health insurance cover betterthanyouraverage leave access contact share good home annual payment toward home set wellbeing discount contact energy product keen welcome new data engineer soon sound like bit apply something curious know making official contact george george. e kaingākau ana mātou mō tō mātou whāinga matua ā e whakahīhī ana anō mātou te iwi tangata kei muri mātou e whaiwhai ana te whāinga kotahi
data engineer,20-01-2023,New Zealand Government,2.6,,,Fixed term contract,,False,,Wellington City,Wellington,-41.2889,174.7772,"sql,python,lambda,postgres,nosql,aws,r,s3","optimizing,pipeline","organisation,analysis,reporting,flexible",mōyou. ngā. tem. work. apply. big. experience. data,role requires andor would benefit following understanding significance obligation te tiriti waitangi including apply te tiriti principle meaningful way role competency te ao māori tikanga te reo māori willingness learn grow nau mai uru mai come join u te whatu os committed equity diversity inclusion mean people community serve represented workforce. location flexible anywhere nz service data digital contract full time fixed term 12 month salary 76353 101804 midpoint 84836 part national transformation health opportunity thrive fast paced dynamic environment flexible working fully supported balance workplace lifestyle join data digital tem help u build ability work data cloud. like automating data pipeline figuring get data working subject matter expert might mōyou looking someone advanced working knowledge experience building optimizing big data data pipeline architecture data sets. te whatu orahealth new zealand te aka whai oramāori health authority together shape delivery health service aotearoa generation come form core modern integrated service looking need whānau. te painga te mahi tahi matou benefit truly rewarding role come work day making difference leading change creating capability across health service
data engineer,20-01-2023,Te Whatu Ora,3.9,,,Fixed term contract,,False,,Wellington Central,Wellington,,,"sql,python,lambda,postgres,nosql,aws,r,s3","optimizing,pipeline","organisation,analysis,reporting,flexible",mōyou. ngā. tem. work. apply. big. experience. data,role requires andor would benefit following understanding significance obligation te tiriti waitangi including apply te tiriti principle meaningful way role competency te ao māori tikanga te reo māori willingness learn grow nau mai uru mai come join u te whatu os committed equity diversity inclusion mean people community serve represented workforce. location flexible anywhere nz service data digital contract full time fixed term 12 month salary 76353 101804 midpoint 84836 part national transformation health opportunity thrive fast paced dynamic environment flexible working fully supported balance workplace lifestyle join data digital tem help u build ability work data cloud. like automating data pipeline figuring get data working subject matter expert might mōyou looking someone advanced working knowledge experience building optimizing big data data pipeline architecture data sets. te whatu orahealth new zealand te aka whai oramāori health authority together shape delivery health service aotearoa generation come form core modern integrated service looking need whānau. te painga te mahi tahi matou benefit truly rewarding role come work day making difference leading change creating capability across health service
data collection specialist canterbury south  timaru parttime  remote,19-01-2023,Statistics New Zealand,4.3,,,"Parttime, Permanent, Seasonal",,True,Fully,,Canterbury,,,,,"literacy,time management,management,organisation,customer service,training,coaching",tuku. feb. big. interviews. ngo. specialist. respondent. collection. data. work,nōyou te rourou bring strength strong ability communicate people time optimiser relationship rapport builder attention detail strong customer service focus essential access fast reliable internet service home workrelated activity current full driver licence reliable vehicle comprehensive vehicle insurance flexibility work evening weekend digital technical literacy good time management skill desire learn build knowledge experience te tiriti tikanga te reo te ao māori engagement māori. big part role entail field work visiting local home conduct facetoface interview respondent remote work home via phone email schedule visit follow respondent data collection activity dc contribute creation resource information aim improve enhance life nz. develop grow career coaching training study support secondment contribute meaningful work make difference people aotearoa 3 extra annual leave day taken christmas office closure see career site benefit network pēhea te tuku tono apply encourage application truly committed diversity inclusion lifting cultural capability. reference 8305 posted 18 jan 2023 close 01 feb 2023 1200 location canterbury expertise census collection operation contact centrecustomer service field job level entry le 1 year 13 year experience work type permanent parttime seasonal. learn check list survey remote work requires someone work efficiently must access fast reliable internet current driver license roadworthy vehicle
data and quality assurance coordinator full time clinical engineering te whatu ora,20-01-2023,New Zealand Government,2.6,,,Fulltime,,False,,Auckland City,Auckland,-36.85,174.7833,excel,research,"management,planning,organisation,research,training",support. accessible. individual. working. health. management,relevant clinical engineering technical experience senior level extensive experience health technology data information management andor quality assurance process system minimum 3 year intermediate level microsoft office particularly m excel word outlook experience working ecri aim similar asset management system full term permanent position working monday friday. looking worthwhile challenge want work effective team share cm health team value excellent valuing everyone kind together want join u journey achieving health equity community apply make application please apply online www. working partnership colleague clinical staff providing training guidance relating data aspect required asset management full maintenance record equipment disposal replacement planning data well collaborate implement robust quality assurance management system. team talented individual working together make positive difference people serve community work looking experienced individual join clinical engineering team based middlemore hospital. position core childrens worker childrens act requires full safety check completed new employee start description growing population base commitment research innovation professional development county manukau health many attractive qualities
kaitātari matua  senior mātauranga māori analyst joint evidence data  insights group,17-01-2023,New Zealand Government,2.6,,,"Fulltime, Permanent",,True,Fully,Wellington City,Wellington,-41.2889,174.7772,,research,"reporting,communication,leadership,coordination,organisation,research,decision making,flexible",objectives. team. rōpū. skill. ngā. data. environment. māori,ngā pūkenga ngā wheako skill experience seeking experience leading contributing māori research mātauranga science iwi strategy bring te ao māori tikanga māori te tiriti work everyday cultural capability māori methodology indigenous knowledge system conceptual framework experience exposure machinery government progress quality work fastpaced environment strong delivery focus happy roll sleeve achieve mahi collaborative approach appreciation working core value posse strong communication skill written verbal ability bring others journey share technical information way audience understand. whakanuia te ao māori valuing te ao māori rarangahia ngā kete mātauranga improving integrate mātauranga māori whakamana te tiriti giving effort treaty waitangi kua takoto te manuka empowering māori manaakitia ngāi māori meaningful engagement māori tiaki tangata growing jedi staff advocate te ao māori tiro whakamua looking future resonate read find takes. ngā hua ka puta te mahi ki mfe benefit working mfe flexible default approach create healthy worklife blend agile way working allowing variety challenge across organisation work one mfe generous leave entitlement active employee network including māori rōpū asian network neurodivergent disability network woman network tagata moana pacific people network rainbow network opportunity development education. mō tēnei tūrangi mahi role looking senior analyst ngā parirau māori rōpū connect across mfe system incorporate mātauranga team contribute development strategy policy diversifying environmental evidence base environmental monitoring reporting system. reflect te tiriti waitangi bringing treaty partner te ao māori matauranga working improve monitor monitor communicate environmental information used decision making
fulfilment lead  data,21-01-2023,2degrees Mobile Limited,3.8,,,Permanent,,False,,,Wellington,,,salesforce,,"analysis,communication,flexible",years. hamilton. experience. customer,work customer internal team suppliers3rd party service provider identify implement improvement delivery ofchange service role located christchurch auckland hamilton wellington different thing might also flexible working hybrid working stay experience way working support live best life phone plan call friend tell great job sort unlimited call text plus 15gb data every month. time something different job detail reference 42113 posted 20 jan 2023 close 03 feb 2023 1700 location corporate office wellington office hamilton office christchurch office auckland head office expertise customer relation escalation provisioning porting activation job level experienced 14 year experienced 4 year work type permanent. love bit banter challenging status quo straight awesome benefit new 6 environmental star office right kiwi read knack solving problem fulfilment lead data purpose role coordinate efficient delivery service corporate government wholesale customer act customer advocate customer supplier 2degrees team specialising datainternet group products. job successfully deliver service within agreed service level managing customer expectation excellent communication ensuring best possible customer experience. career development keep developing talent show u different side ability build collaborative relationship customer supplier passion delivering highquality service outcome exceed expectations
senior data engineer,21-01-2023,Contact Energy,4.0,,,Fulltime,,False,,Auckland City,Auckland,-36.85,174.7833,"python,spark,cloud,aws,git","pipeline,ai,research","organisational,collaboration,leadership,research,critical thinking,decision making,flexible",excellence. tērā. job. stakeholder. opportunity. business. data,designed deployed data pipeline solution complex environment including emerging data technology applied critical thinking skill identify resolve data platform issue data transformation eltetl using range structured unstructured source create data work variety use case used source code control git extensive knowledge sdlc contemporary tool practice expectation opensource data cloud platformsservices preferably aws spark programming preferably python additional skill experience highly beneficial includ additional information bunch perk permanent contact kaimahi employee. leader team ensuring platform standard practice followed recommend way improve data developer experience support practice change coachmentor le experienced team member squad across data practice identify share opportunity use data improved decision making operational process product owner stakeholder qualification ko wai koe really big collaboration type environment suit well. delivering transformation require contact strengthen technology data delivery capability adopt new way working shape culture greater agility innovation customer obsession job description kōrero mō te tūranga role journey lift organisational data capability enable people best deliver amazing customer experience create growth increase value business. company description te tākinatanga story ko tō mātou kaupapa nui ko te tuku atu tō mātou pūngao ki te wāhi e tika ana kia whakahaukino kore ai te rāngai pūngao aotearoa te whakatairanga atu te changematters. along great leadership teammate development growth progression opportunity enjoy flexible working free health insurance cover betterthanyouraverage leave access contact share good home annual payment toward home set wellbeing discount contact energy product keen welcome new senior data enginner soon sound like bit apply something curious know making official contact george george
senior data and information governance adviser,19-01-2023,New Zealand Government,2.6,,,Fulltime,,True,Fully,Wellington City,Wellington,-41.2889,174.7772,,,"literacy,networking,consulting,management,communication,organisation,confidence,training,flexible",tuku. flexileave. activities. engagement. discussion. key. governance. data,view position description role click ō pūkenga successful role proven experience leading delivering optimising enterprise data information governance practice initiative experience delivering data information literacy training uplift strong understanding information data governance principle best practice strong understanding application public record act privacy act official information act ability work across organisation variety stakeholder excellent engaging communication skill lead discussion variety audience strong understanding technical side paired strong communication skill ability lead engaging discussion key essential role. engage broader organisation ensuring data information management process across te pūtea matua meeting data governance requirement accordance rbnz data record information management policy related legislation. te tūranga role senior information data governance adviser play key role establishing growing information data governance office capability. person maintaining focus data information governance working communication consulting closely stakeholder leading data governance discussion initiative rbnz. transformation change role drive engagement compliance journey move towards leader information data governance
contract bi developer  data engineer,17-01-2023,Consult Recruitment,,,,Fixed term contract,,False,,Auckland City,Auckland,-36.85,174.7833,"cloud,snowflake","etl,tuning","organisation,management,innovative,flexible",scheduling. arrangement. flexible. work. data,proud strong brand presence great reputation one attracts likeminded people join need succeed design delivery maintenance data product data warehousing solution using snowflake ideally. nz 021 124 2749 refmm3553098 initial 6month contract plenty work beyond work complex cloud migration project focus data rate 11000 120. undertaking requirement discovery data profiling data modelling completing etl development take leading role ensure availability reliability security quality extensibility scalability performance recoverability delivered solutions. support data warehouse team capability management delivery standard peer checking operational support obligation riskincident management preventative maintenance performance tuning release scheduling environment management. initial 6month contract plenty work beyond work complex cloud migration project focus data rate 11000 120
director strategy  investment  data  digital,24-01-2023,New Zealand Government,2.6,,,"Fulltime, Permanent",,False,,Wellington City,Wellington,-41.2889,174.7772,,,"reporting,organisational,stakeholder management,management,leadership,organisation,team player,flexible",grow. ngā. partnership. commitment. apply. big. experience. whatu,ngā pūkenga ngā wheako skill experience proven success developing implementing large scale digital strategy substantial experience leading high performing team delivering function strategy investment portfolio architecture standard commitment biculturalism willingness take stand get equitable outcome māori strong drive deliver take personal responsibility highest standard personal professional institutional behaviour commitment loyalty integrity proven experience successfully leading large diverse team change achieving improved result navigating highly nuanced complex system significant experience leading organisational strategy development strategic stakeholder management government support functions. responsbilities include provide leadership management delivery architectural service digital standard commercial service oversee drive delivery strategic objective national portfolio investment pmo practice ensure strategy investment team contributes effectively aspect te whatu os te tiriti waitangi action commitment action equity making difference alongside chief data digital director strategy investment lead development overall data digital strategy. role requires andor would benefit following understanding significance obligation te tiriti waitangi including apply te tiriti principle meaningful way role competency te ao māori tikanga te reo māori willingness learn grow nau mai uru mai come join u te whatu os committed equity diversity inclusion mean people community serve represented workforce. lead manage financial people change capacity pressure ensure robust strategy investment architecture commercial foundation support scaling innovation digital transformation across motu ensuring data digital system service interoperable connecting new existing system enabling u implement ambitious digital technology tool pace within investment portfolio. te whiwhinga mahi opportunity joining data digital team responsible providing strategic thought leadership support development te whatu os strategy roadmaps pertaining data digital business partnership arrangement effect delivery priorities
recruitment manager data digital  technology,20-01-2023,Alexander James,,,,"Fulltime, Permanent",,False,,Auckland City,Auckland,-36.85,174.7833,,,"loyal,leadership,organisation,motivated,mentoring,flexible",continuing. successful. role. data. team,leadership role within collaborative digital data technology team manage team eight highly motivated teamcentric individual springboard unique company culture tried true methodology alexander james one new zealand clientcentric recruitment firm robust history driving success searchbased recruitment spanning past decade. role dynamic digital data technology team hunting experienced respected tech recruiter lead team build already impressive track record success elevating delivery next level. benefit grow desk join cohesive team genuinely support achieve result exceptional remuneration package competitive bonus scheme company culture like excited come next u looking someone excited us. believe growing encourage everyone best self continuing learn develop alongside people around therefore would important comfortable mentoring junior member well sharing idea wider team. digital data technology team permanent contract division ideal candidate would preference background either
data scientist,24-02-2023,ICE BASE,,52000.0,year,"Fulltime, Permanent",,True,Fully,Hamilton,Waikato,-37.7833,175.2833,"azure,sql,python,scikitlearn,cloud,aws,r,google cloud,tableau,scala,power bi","natural language processing,machine learning,analytics,clustering","planning,communication,leadership,organisation,data analysis,analysis,verbal communication,mentoring",apply. insight. cloud. model. service. data,looking data scientist opportunity data scientist responsible applying advanced analytics large data set developing applying custom model algorithm obtain insight drive strategic tactical decision day day use advanced analytics statistical technique predictive modelling machine learning clustering natural language processing solve challenging business question novel way process transform raw data enrich data integrating disparate data source review model algorithm developed colleague client work client stakeholder throughout organisation identify opportunity leverage data analytics drive business solution keep latest industry trend contribute thought leadership trending topic relevant client bring team qualification computer science engineering statistic mathematics physic information science another quantitative field strong problemsolving aptitude experience using programming scripting language e. pandasnumpy scikitlearn databricks power bi tableau prior experience preparing data analysis building predictive model machine learning model large scale platform helping drive innovation modelling processofferings experience cloud platform e. opportunity delivered ice early career community programme mean access great employer partner offer meaningful professional career pathway industry stem insurance financial service tech law audit professional service ability network growthminded young professional aotearoa new zealand future leaders. 00 per year benefit employee discount employee mentoring program professional development assistance work home schedule monday friday supplemental pay type bonus ability commuterelocate tauranga bay plenty reliably commute planning relocate starting work preferred. azure aws andor google cloud excellent written verbal communication skill proven ability work crossfunctional team bridge technical nontechnical audience sound like think take apply today job type fulltime permanent salary 52000
data  systems administrator,,New Zealand Rugby,,,,Fulltime,,False,,Auckland City,Auckland,-36.85,174.7833,,"dashboard,cleansing","reporting,collaboration,management,troubleshooting,administration,organisation,training,flexible",group. efficiently. nzr. commercial. rugby. zealand. system,full time application close 08 mar 2023 auckland auckland database administrator new zealand rugby commercial nzrc one new zealand largest sporting organisation looking data system administrator join winning team assist u effectively efficiently supporting data system nz rugby commercial new zealand rugby affiliated staff members. new zealand rugby commercial u new zealand rugby commercial small dedicated team based two main office wellington auckland. looking join organisation everyone nickname two day role passionate technology professional wanting work multiple system great collaboration skill would like hear nzrc nzr diverse inclusive culture certified rainbow tick. successful role experience troubleshooting principle methodology issue resolution technique provided local remote support enterprise system lvl2 understanding data taxonomy management fair use data privacy dashboard reporting system administration. nzrc going significant digital change many new system process established enable technology strategy customer engagement projects
data collection specialist  horowhenua parttime  remote,23-02-2023,New Zealand Government,,,,Parttime,,True,Fully,,Manawatu-Wanganui,,,,,"literacy,time management,management,organisation,customer service,training,coaching",tuku. interviews. ngo. apply. respondent. life. data. work,nōyou te rourou bring strength strong ability communicate people time optimiser relationship rapport builder attention detail strong customer service focus essential access fast reliable internet service home workrelated activity current full driver licence reliable vehicle comprehensive vehicle insurance flexibility work evening weekend digital technical literacy good time management skill desire learn build knowledge experience te tiriti tikanga te reo te ao māori engagement māori. develop grow career coaching training study support secondment contribute meaningful work make difference people aotearoa 3 extra annual leave day taken christmas office closure see career site benefit network pēhea te tuku tono apply encourage application truly committed diversity inclusion lifting cultural capability. big part role entail field work visiting local home conduct facetoface interview respondent remote work home via phone email schedule visit follow respondent data collection activity dc contribute creation resource information aim improve enhance life nz. learn check list survey remote work requires someone work efficiently must access fast reliable internet current driver license roadworthy vehicle. ko mātou u tatauranga aotearoa stats nz central government employer around 1400 people across aotearoa
data collection specialist  auckland  papatoetoemāngere parttime  remote,24-02-2023,New Zealand Government,,,,Parttime,,True,Fully,Auckland City,Auckland,-36.85,174.7833,,,"literacy,time management,management,organisation,customer service,training,coaching",tuku. interviews. ngo. apply. respondent. life. data. work,nōyou te rourou bring strength strong ability communicate people time optimiser relationship rapport builder attention detail strong customer service focus essential access fast reliable internet service home workrelated activity current full driver licence reliable vehicle comprehensive vehicle insurance flexibility work evening weekend digital technical literacy good time management skill desire learn build knowledge experience te tiriti tikanga te reo te ao māori engagement māori. develop grow career coaching training study support secondment contribute meaningful work make difference people aotearoa 3 extra annual leave day taken christmas office closure see career site benefit network pēhea te tuku tono apply encourage application truly committed diversity inclusion lifting cultural capability. big part role entail field work visiting local home conduct facetoface interview respondent remote work home via phone email schedule visit follow respondent data collection activity dc contribute creation resource information aim improve enhance life nz. learn check list survey remote work requires someone work efficiently must access fast reliable internet current driver license roadworthy vehicle. ko mātou u tatauranga aotearoa stats nz central government employer around 1400 people across aotearoa
senior analyst data analytics  audit,23-02-2023,ASB Bank,,,,Fulltime,,False,,,,,,"tableau,python,power bi","dashboard,analytics","reporting,independent,communication,organisation,analytical,innovative,flexible",grow. sky. outstanding. successful. nau. work. development. kia. asb,overseas application welcome application close 15th march 2023 2300hrs job detail reference ls152342 posted 22 feb 2023 close 15 mar 2023 2300 location north wharf company asb bank expertise analytics audit data work type full time detail document senior analyst da asb aa l3. access asb employee benefit employee perk pēhea te tono apply nailed pitch role sound like might one please click apply would love hear successful candidate required undertake several preemployment check include limited police check credit check aml compliance verification qualification may include check new zealand overseas. understanding internal audit banking internal control good te mahi ki asb working asb return work organisation place huge importance focus people sky limit development career opportunities. value caring passion integrity united courage characteristic best describe stand asb growth journey creating future fit risk team ensure risk forefront strategic business objective enabling purpose accelerating financial progress new zealanders. transitioning data analytics driven function nzs largest inhouse audit assurance team asbs continue provide independent objective strategic assurance matter protection customer business
senior data analyst,23-02-2023,NZ Ministry of Education,,,,"Fulltime, Permanent",,False,,Wellington City,Wellington,-41.2889,174.7772,,ai,"business intelligence,management,planning,communication,organisation,data analysis,analysis,relationship management,strategic planning,decision making,management communication,flexible",technology. experience. mātauranga. day. group. kia. information. system,also offer flexible working arrangement everyone feel valued supported ability purchase extra day leave range employee network group inclusive environment encourages personal cultural competency journey development learning including mentorship programme internal secondment wellness initiative support overall health wellbeing mōhou ake passionate using data tell story working collaboratively people level organisation disciplined thinker help create meaningful insight report identifying gap data process help aid business decisions. tphm business system team work ministry information technology group ensure effective pragmatic smart reuse management data information management system technology across tphm. includes assist policy development process providing financial analysis strategic planning gathering relevant business information provide quality insight present data way support informative decision making information position please read attached job description salary range 95598 113175 per annum 3 kiwi saver. information system data analysis business improvement senior level experience analysis complex issue proven ability deliver ambiguous challenging circumstance strong relationship management communication skill ability quickly establish trust credibility. permanent opportunity wellington mea tārai e mātou te mātauranga kia rangatira ai kia mana taurite ai ōna huanga work shape education system delivers equitable excellent outcome organisation made talented committed people around aotearoa wide range background cultures
analyst data insights,23-02-2023,Bay of Plenty Regional Council,,,,,,False,,Tauranga,Bay of Plenty,-37.6858,176.1667,,research,"reporting,time management,planning,management,leadership,organisation,data analysis,analysis,research,relationship management,resilience,leadership development,flexible",grow. successful. collection. apply. experience. team. insight. work. data,region continues experience significant population growth spatial planning team come design current future community live work play bay plenty including new housing industrial space people easily access hospital school retail area te āhuatunga te tūranga role reporting manager spatial planning new role provide data analysis insight help guide decision current future community bay plenty region. highlight working toi moana include varied challenging work make positive difference community environment highperforming leadership team genuinely invested region resilience sustainability high quality tailored leadership development flexible working culture supportive collaborative work environment competitive remuneration leave package including extra paid leave christmas new year period employer paid life income protection insurance well discounted group health insurance pēhea te tuku tono apply click apply contact namouta poutasi general manager strategy science namouta. provide data insight help shape bay plenty community new role within spatial planning team flexible working work home office toi moana bay plenty regional council boprc committed vision thriving together delivery strong community outcomes. synthesise communicate key information easily applied across organisation region contribute delivery key programme work oversight support manager spatial urban planning ō pūmanawa skill experience successful role ideally bring experience social research andor evaluation qualitative andor quantitative research methodology ability confidently communicate written orally complex information easily understood. understanding principle te tiriti waitangi ko wai mātou toi moana bay plenty regional council valuesdriven organisation treasure reputation looking people
senior systems specialist  sre chapter  data and analytics,22-02-2023,ASB Bank,,,,Fulltime,,False,,Auckland City,Auckland,-36.85,174.7833,"azure,sql,linux,python,oracle,snowflake,kubernetes","cluster,analytics","troubleshooting,management,administration,data management,mentoring,flexible",work. technology. continuous. grow. skill. access. experience. data,nailed pitch role sound like might one please click apply would love hear job detail reference tfwfp725 posted 21 feb 2023 close 31 mar 2023 1800 location auckland company asb bank expertise engineering application infrastructure work type full time detail document senior system specialist. always wanted apply skill largescale kiwi success story today lucky day lookout senior system specialist join data analytics platform. u part team forefront delivering managing new data access control system asb. addition following would advantage experience dba database administrator m sql oracle snowflake experience working within scrum kanban. squad implementing new system manages access specific data well scripting improve current stack capability
programme manager  data and digital,23-02-2023,Connetics,,,,"Fulltime, Permanent",,False,,,Canterbury,,,,,"management,communication,leadership,flexible",flu. subsidiary. leadership. technology. environment. connetics,ngā pūkenga ngā wheakoskills experience programme management experience environment 5 year large corporate environment experience delivering data digital programme relevant degreequalification industry related qualification essential knowledge agile lean collaborative inclusive leadership style strong communication skill verbal written knowledge electrical supply industry affiliated industry connetics operates within would beneficial desirable knowledge itil process offer connetics understand work environment fit value lifestyle better place offer flexibility range employee benefit ensure everything balance. collaborative working environment embrace diversity inclusion supportive team always back ongoing access worksites build practical knowledge experience modern office environment onsite parking wellness initiative including flu vaccination discounted medical insurance annual skin check social club access company hanmer holiday home long service leave work life balance flexible working preemployment test medical ministry justice connetics require successful applicant complete preemployment ministry justice check preemployment medical test includes drug alcohol test. connetics wholly owned subsidiary orion nz ltd christchurch city holding limited company operates within orion group ecosystem electricity distribution service unit integrated leadership team representing wider group context. mō tēnei tūranga mahi role programme manager role integral part technology digital solution team report technology digital solution tds manager. connetics current turnover approximately 100 million employing approximately 400 people across branch wellington central otago westport paraparaumu well head office depot christchurch
data engineer,21-02-2023,NZ Ministry for Primary Industries,,,,"Fulltime, Permanent",,False,,Wellington City,Wellington,-41.2889,174.7772,"sql server,sql","etl,analytics","business intelligence,management,organisation,analytical,writing,analysis,flexible",cicd. successful. engineering. team. work. mpi. data,stand experience delivering data solution complex enterprise environment experience sdlc agile cicd deployment method written data engineering solutioning including analysis option recommendation mō tō mātou rōpū team ministry primary industry great opportunity within data engineering team within analytics data service team data information. ngā hua te mahi te manatū ahu matua benefit working mpi three additional mpi holiday leave day reduced premium group healthcare scheme biannual mpipaid eye test contribution cost corrective lensesframes wā mahi ngāwari flexible working support flexible working arrangement happy discus option kua rite koe mō tēnei mahi whaitake ready make differencewe committed good partner te tiriti waitangi includes working closely iwi hapū whanau hāpori. need following skill experience successful tertiary qualification comparable experience field strongly aligned management information data several year de experience microsoft sql server ssis visual studio integrated development environment ide wherescape red experience data engineering framework etl process dimensional modelling data. role would opportunity ensure product activity process developed consultation fit purpose support team manager providing information analysis advice enable team carry mandate drive improvement work collaboratively member team ensure allocated work coherent efficient effective maintain strict sense professional ethic maintain confidentiality privacy abide mpis code conduct mōyou looking someone work collaboratively analytical quality focus. role type permanent fulltimelocation wellingtonsalary 86499 101764 depending skill experience kōrero mō te tūranga role data engineer responsible defining designing data structure hold ministry data
article master data specialist,22-02-2023,Foodstuffs North Island,,,,"Fulltime, Permanent",Masters,False,,Mangere,Auckland,,,excel,,"management,flexible",developing. fmcg. experience. nzs. kiwi. team. world. data,foodie know new world paknsave four square right u one nzs biggest company know true kiwi style humble apart right maybe purpose built office close auckland airport home new zealand largest distribution centre support centre team 1000 people strong strive towards becoming one customer driven retailer world. role master data specialist work part wider merchandise team work category manager store distribution centre supply chain team maintain integrity data supplier shelf. ensure product detail correct dimension carton validate data make sure product detail used warehouse management system wms turn creates pathway smooth transition order transport supermarket shelf. awesomely proud focus diversity inclusion foodie welcome application regardless welcome courageous behaviour encourage togetherness inspire people best self foodie whānau importantly celebrate people taonga every day uniquely. return offer competitive salary package including subsidised health insurance flexible working free parking participation company superannuation fund birthday leave long service leave also offer lot learning development opportunity grow career
data engineer,22-02-2023,Beyond Recruitment,,,,Fixed term contract,,True,Fully,Wellington City,Wellington,-41.2889,174.7772,,"etl,analytics",business intelligence,warehousing. model. support. experience. data,experience delivery role business intelligence data warehousing big data analytics project extensive experience sa engineer experience development maintenance support. need succeed knowledge experience endtoend project delivery either traditional sdlc agile delivery methodology hybrid approach experience business intelligence data warehousingplatform data strategy projects. seeking data engineer support development operational data model. experience etl data engineering scripting. application packaging deployment experience across dev prod environments
data engineer,,THINK Hauora,,,,,Bachelors,False,,Palmerston North,Manawatu,-40.3549,175.6095,"sql server,sql","etl,pipeline","analytical,analysis,decision making",considered. developing. focus. team. support. experience. data,feb 22 2023 opportunity use data analytical skill broadway avenue locality modern office space free parking close well supported seriously talented individual u think hauora network design delivers support primary health care service across otaki horowhenua palmerston north manawatū tararua. 3 year experience data engineering related role experience data warehouse etl development ideally wherescape red. responsibility design build maintain scalable reliable data pipeline data extraction transformation loading etl various sources. design implement data monitoring ensure health data infrastructure proactively identify issue impact operations. selfdriven data engineer passionate using data improve healthcare outcome encourage apply exciting opportunity
data engineer,21-02-2023,New Zealand Government,,,,"Fulltime, Permanent",,False,,Wellington City,Wellington,-41.2889,174.7772,"sql server,sql","etl,analytics","business intelligence,management,organisation,analytical,writing,analysis,flexible",cicd. successful. engineering. team. work. mpi. data,stand experience delivering data solution complex enterprise environment experience sdlc agile cicd deployment method written data engineering solutioning including analysis option recommendation mō tō mātou rōpū team ministry primary industry great opportunity within data engineering team within analytics data service team data information. ngā hua te mahi te manatū ahu matua benefit working mpi three additional mpi holiday leave day reduced premium group healthcare scheme biannual mpipaid eye test contribution cost corrective lensesframes wā mahi ngāwari flexible working support flexible working arrangement happy discus option kua rite koe mō tēnei mahi whaitake ready make differencewe committed good partner te tiriti waitangi includes working closely iwi hapū whanau hāpori. need following skill experience successful tertiary qualification comparable experience field strongly aligned management information data several year de experience microsoft sql server ssis visual studio integrated development environment ide wherescape red experience data engineering framework etl process dimensional modelling data. role would opportunity ensure product activity process developed consultation fit purpose support team manager providing information analysis advice enable team carry mandate drive improvement work collaboratively member team ensure allocated work coherent efficient effective maintain strict sense professional ethic maintain confidentiality privacy abide mpis code conduct mōyou looking someone work collaboratively analytical quality focus. role type permanent fulltimelocation wellingtonsalary 86499 101764 depending skill experience kōrero mō te tūranga role data engineer responsible defining designing data structure hold ministry data
