title,date_posted,company,company_rating,salary,salary_type,job_type,degree_type,remote,remote_type,city,region,city_lat,city_lng,data_tools,hard_skills,soft_skills
data analytics transformation manager,24-02-2023,Swinburne University of Technology,,,,Contract,Masters,False,,Melbourne,Victoria,-37.8136,144.9631,,"analytics,research","stakeholder management,management,it,project management,organisational,communication,flexible,organisation,research"
data scientist,21-02-2023,Sirius People,,,,"Contract, Fixed term",,False,,Sydney,New South Wales,-33.865,151.2094,"s3,snowflake,ec2,aws","natural language processing,cleansing,machine learning,nlp","communication,organisation,analysis"
data engineer  anz plus part time,22-02-2023,ANZ Banking Group,,,,"Fulltime, Parttime",,False,,Melbourne,Victoria,-37.8136,144.9631,cloud,,"analytical,collaboration,it,flexible,negotiation"
database administrator,23-02-2023,Envision Pharma Group,,87.4,hour,"Fulltime, Permanent",,True,Fully,,,,,"excel,postgres,aws,cloud","tuning,etl","collaboration,it,attention to detail,planning,reporting"
campaign data analyst,,MLC Life Insurance,,727.0,day,"Fulltime, Permanent",,True,Hybrid,,,,,"power bi,cloud","analytics,segmentation","management,it,flexible,data management,reporting"
database administrator,23-02-2023,NTT Ltd.,,,,,,False,,Melbourne,Victoria,-37.8136,144.9631,,,"organisation,it,administration,reporting"
data analyst,,DNA Talent,,,,Fulltime,,False,,Melbourne,Victoria,-37.8136,144.9631,,blockchain,"attention to detail,reporting"
bookkeeperdata entry,23-02-2023,Capri blinds,,26.0,hour,Casual,Bachelors,False,,Dandenong,Victoria,-37.981,145.215,excel,,"customer service,training,communication,data entry,interpersonal communication,critical thinking,planning"
sql database administratordata analyst,23-02-2023,Seeley International Pty Ltd,,,,"Contract, Fixed term",Masters,True,Hybrid,Lonsdale,South Australia,,,"ssrs,cognos,power bi,sql server,sql","analytics,etl,recommendations","inspirational,business intelligence,analytical,verbal communication,report writing,data analysis,management,it,teamwork,communication,troubleshooting,writing,administration,innovative,analysis,data management,reporting"
master data assistant,22-02-2023,Metcash,,,,Fulltime,Masters,True,Fully,Heatherton,Victoria,,,,,"training,data entry,team player,attention to detail,independent,analysis"
data analyst,21-02-2023,Carecone,,,,"Fulltime, Permanent",,False,,Melbourne,Victoria,-37.8136,144.9631,,,analysis
data entry and client care officer,,The Staffing Group,,31.58,hour,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,,,"energetic,work ethic,consulting,data entry,administration"
eoi data scientists  data analysts,24-02-2023,ED - Group Support Functions,,,,Fulltime,,False,,Darlinghurst,New South Wales,,,"spark,tableau","analytics,machine learning","resourceful,it,flexible,organisation,innovative,data analysis,decision making"
direct mail and database administrator,21-02-2023,Royal Botanic Gardens,,,,Fulltime,,True,Fully,Melbourne,Victoria,-37.8136,144.9631,,,"analytical,coordination,management,attention to detail,administration,flexible,organisation"
junior data engineer,21-02-2023,Deltatre,,,,Fulltime,,True,Fully,Sydney,New South Wales,-33.865,151.2094,"python,spark,kafka,git,nosql,java,aws,sql","etl,recommendations,pipeline,machine learning","it,innovative,analytical,flexible"
data administrator,,MACA,,,,,,False,,Western Australia,,,,,,"communication,data entry,attention to detail,written communication"
data support officer,23-02-2023,NSW Government -Department of Customer Service,,79601.5,year,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"excel,powerpoint,sql",analytics,"customer service,motivated,management,it,organisational,communication,attention to detail,flexible,administration,organisation,innovative"
actuary data analytics,,TAL,,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"rpython,excel,sql,power bi",,"management,it,risk management,leadership,flexible,reporting"
data visualisation specialist,,DNA Talent,,,,Fulltime,,False,,Melbourne,Victoria,-37.8136,144.9631,"sql,power bi",,it
data entry officer,23-02-2023,JELD-WEN,,,,"Fulltime, Permanent",,False,,Rowville,Victoria,,,,,"training,work ethic,data entry,attention to detail,administration,organisation"
data entry officer  nsw office at kogarah,24-02-2023,Starling Services,,32.5,hour,Fulltime,,False,,Kogarah,New South Wales,,,excel,,"management,it,enthusiastic,data entry"
data entry bendigo,22-02-2023,Talent International,,,,Fulltime,,False,,Bendigo,Victoria,-36.75,144.2667,,,"management,data entry,attention to detail,communication"
data scientist  bioinformatics  machine learning,24-02-2023,CSIRO,,109500.0,year,,PhD or Doctorate,False,,Geelong,Victoria,-38.15,144.35,"linux,python","classification,sequencing,supervised,bioinformatics,pipeline,machine learning,research","creativity,research,leadership,flexible,innovative,analysis,data analysis"
15580i  data entry officer a02 equivalent,24-02-2023,Top Office Group,,,,Fixed term,,False,,Brisbane Central Business District,Queensland,,,,,"data entry,attention to detail,flexible"
business intelligence  data analyst melbourne australia finance,24-02-2023,Philip Morris International,,,,,,False,,Melbourne,Victoria,-37.8136,144.9631,"excel,powerpoint,power bi",forecasting,"business intelligence,management,consulting,leadership,organisation,critical thinking,analysis,planning"
junior database administrator,,Haileybury Rendall School,,,,"Fulltime, Permanent",,False,,Keysborough,Victoria,,,,,"it,troubleshooting,administration,organisation,innovative,reporting"
legal cybersecurity and data specialist,22-02-2023,BHP,,,,,,False,,,,,,,,"training,management,business acumen,flexible,reporting"
sas data engineer,,Bendigo & Adelaide Bank,,,,Fulltime,,True,Hybrid,Melbourne,Victoria,-37.8136,144.9631,"sas,sql,cloud",etl,"analytical,training,it,analysis,data analysis,reporting"
business data analyst,22-02-2023,Suncorp Group,,,,Fulltime,,False,,Sydney Inner Suburbs,New South Wales,,,"python,tableau,r,excel,powerpoint,sql","dashboard,classification","business intelligence,verbal communication,training,management,it,risk management,productivity,communication,flexible,organisation,analysis,data management,reporting"
manager data analytics  insights,24-02-2023,University of New South Wales,,,,Fulltime,,True,Hybrid,Sydney,New South Wales,-33.865,151.2094,,"analytics,pipeline,statistics","people management,business intelligence,analytical,verbal communication,data analysis,training,management,project management,communication,leadership,attention to detail,flexible,administration,confidence,organisation,analysis,planning,reporting"
spatial data management specialist,24-02-2023,Melbourne Water,,,,"Fulltime, Permanent",,True,Hybrid,Melbourne,Victoria,-37.8136,144.9631,,"gis,etl,geospatial","customer service,management,it,communication,emotional intelligence,resilience,flexible,organisation,analysis,data management"
aps5 and aps6 intelligence and data analysts,,Comcare,,,,"Fulltime, Parttime",,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,,,"management,analysis,data analysis,reporting"
data engineer,22-02-2023,INNOVATE IT - AUSTRALIA,,137500.0,year,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"power bi,sql,cloud",,"analysis,planning,data analysis"
data entry,22-02-2023,The Staffing Group,,,,Fulltime,,False,,Brisbane,Queensland,-27.4678,153.0281,,,"organisation,motivated,data entry"
data analyst,22-02-2023,Exclaim IT Pty Ltd,,,,"Contract, Fixed term",,False,,,,,,power bi,recommendations,"analytical,reporting,management,it,organisational,written communication,communication,decision making"
data management analyst bank operations,24-02-2023,Rabobank,,,,Fulltime,,True,Fully,Sydney,New South Wales,-33.865,151.2094,,,"stakeholder management,customer service,verbal communication,management,communication,attention to detail,data management"
climate data analyst,23-02-2023,BMT Group,,,,,,False,,Brisbane,Queensland,-27.4678,153.0281,"r,python",analytics,"analytical,collaboration,management,it,risk management,consulting,written communication,communication,resilience,confidence,independent,organisation,analysis,planning"
flight data analyst,21-02-2023,Virgin Australia,,,,Fulltime,,False,,Brisbane,Queensland,-27.4678,153.0281,"r,excel,powerbi,python",recommendations,"analytical,management,it,literacy,organisational,leadership,navigation,attention to detail,administration,computer literacy,analysis,data analysis,reporting"
data insights and performance lead,21-02-2023,Department of Transport,,,,Fulltime,,False,,Melbourne,Victoria,-37.8136,144.9631,oracle,"analytics,research,recommendations,forecasting","people management,analytical,research,management,presentation,leadership,flexible,confidence,innovative,analysis,planning,reporting"
admin assistantdata entry,,The Staffing Group,,,,Fulltime,,False,,Brisbane,Queensland,-27.4678,153.0281,,,"motivated,verbal communication,communication,data entry,attention to detail,typing"
data analyst,22-02-2023,Robert Half,,150000.0,year,Permanent,,False,,Perth,Western Australia,,,"excel,sql,power bi","analytics,statistics","business intelligence,analytical,training,it,communication,organisation,analysis,data analysis,reporting"
data analytics and insights lead,21-02-2023,City of Boroondara,,,,"Fulltime, Permanent, Fixed term",,True,Hybrid,Camberwell,New South Wales,,,"php,python,spark,azure,c,java,hadoop,sql","ai,analytics","it,leading a team,leadership,attention to detail,flexible,organisation"
data engineers  technology consulting  data  analytics,22-02-2023,EY,,90000.0,year,,,False,,Sydney,New South Wales,-33.865,151.2094,"cloud,spark,azure,scala,sql",analytics,"business intelligence,it,consulting,reporting"
data modeller,23-02-2023,Bupa,,,,Fulltime,,True,Fully,Melbourne,Victoria,-37.8136,144.9631,"spark,azure,sql,cloud","analytics,etl","business intelligence,training,management,it,project management,resilience,flexible,data management"
data scientist,22-02-2023,WesCEF Division,,,,"Fulltime, Permanent",,False,,Kwinana,Western Australia,-32.2394,115.7702,"cloud,python,r,azure,powerbi,net","classification,experimental design,deep learning,computer vision,segmentation,machine learning,analytics,research,recommendations,statistics","research,literacy,management,business acumen,innovative,analysis,data analysis,reporting"
football data journalist,23-02-2023,DoScouting,,,,Freelance,,False,,Sydney,New South Wales,-33.865,151.2094,,,"analysis,motivated"
data entry administrator,23-02-2023,The Staffing Group,,,,Fulltime,,False,,Hobart,Tasmania,-42.8806,147.325,,,"management,data entry,flexible"
data analyst  bi,23-02-2023,Ashdown Consulting,,950.0,day,"Contract, Fixed term",,False,,Eveleigh,New South Wales,,,"sql,power bi","analytics,research","business intelligence,analytical,data analysis,research,reporting,teamwork,written communication,communication,analysis,planning,decision making"
data analyst ,,NTT,,,,Fulltime,,False,,Melbourne,Victoria,-37.8136,144.9631,"sql server,azure,c,sql","ai,analytics,machine learning","verbal communication,it,communication,leadership,organisation,analysis"
delivery lead  client data,22-02-2023,Macquarie Group Limited,,,,"Fulltime, Permanent",,False,,Sydney,New South Wales,-33.865,151.2094,"python,tableau,power bi,excel,sql",analytics,"management,literacy,it,presentation,risk management,communication,leadership,flexible,computer literacy,innovative,data management,reporting"
hydrocarbon data analyst,23-02-2023,Valrose,,,,Fulltime,,False,,Perth,Western Australia,,,sql,,"management,it,organisation,analysis,data analysis"
data analyst  national health services directory,22-02-2023,Healthdirect Australia,,,,"Contract, Fixed term",,True,Fully,Sydney,New South Wales,-33.865,151.2094,"excel,aws,python","dashboard,analytics,statistics,forecasting","analytical,management,it,presenting,dedication,flexible,organisation,analysis,data management,reporting"
clinical data manager,24-02-2023,Novotech Asia,,,,,Masters,False,,Sydney,New South Wales,-33.865,151.2094,,research,"training,management,flexible,research,data management"
data research officer,,Ashdown Consulting,,60.0,hour,"Contract, Fixed term",,False,,Sydney,New South Wales,-33.865,151.2094,,research,"it,communication,organisation,innovative,research"
data engineer,,Innovate IT Consultancy Pty Ltd,,114516.0,year,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"power bi,aws,sql,cloud",,"analysis,planning,data analysis"
casual or student storeperson  installation  data entry team member role,23-02-2023,Smart Records Group,,29.0,hour,Casual,,False,,Braeside,Victoria,,,,,"management,data entry"
senior data analyst  6 month contract,23-02-2023,South East Water Corporation,,,,"Contract, Fixed term",,True,Hybrid,Frankston,Victoria,-38.158,145.135,"tableau,sql,power bi","analytics,statistics","business intelligence,analytical,data analysis,collaboration,reporting,it,work ethic,organisational,leadership,flexible,organisation,innovative,analysis,planning,decision making"
senior data analyst,23-02-2023,Easy Authoring,,851.0,day,"Contract, Fixed term",,True,Fully,Burwood,New South Wales,,,,analytics,"collaboration,reporting,management,project management,analysis,decision making"
data analyst,24-02-2023,Australian Department of Infrastructure and...,,91078.0,year,"Fulltime, Parttime",,False,,Brisbane,Queensland,-27.4678,153.0281,"excel,power bi",analytics,"analytical,reporting,management,it,coaching,adaptability,consulting,communication,resilience,decision making"
cohort data manager,23-02-2023,Murdoch Childrens Research Institute,,84562.0,year,Parttime,Masters,True,Temporarily,Victoria,,,,,"research,biostatistics,statistics","energetic,analysis,data analysis,collaboration,management,it,communication,flexible,research,data management"
health data analyst  teleecg service,22-02-2023,Hunter New England Local Health District,,56.585,hour,"Parttime, Fixed term",,False,,New South Wales,,,,,classification,"analytical,management,presenting,administration,innovative,analysis,reporting"
big data engineer,22-02-2023,Power It services,,125000.0,year,"Contract, Permanent, Fixed term",,False,,Sydney,New South Wales,-33.865,151.2094,"python,spark,hadoop,hive,kafka",,planning
software engineer modelling and data science,,"Solcast, a DNV Company",,140000.0,year,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"matlab,julia,python,docker,linux,pandas,aws,scala,s3,numpy,git","gis,prediction,statistics",it
big data engineer,22-02-2023,Innovate IT,,115000.0,year,"Fulltime, Permanent",,False,,Sydney,New South Wales,-33.865,151.2094,"python,spark,hbase,hadoop,hive,sql",,"communication,planning,written communication"
data analyst,24-02-2023,Department of Finance,,87572.0,year,"Fulltime, Parttime",,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,,analytics,"analytical,collaboration,management,analysis,data analysis,reporting"
systems  database developer,21-02-2023,Hudson Australia,,130000.0,year,,,False,,Brisbane,Queensland,-27.4678,153.0281,"jquery,sql server,c,javascript,sql,react",,"customer service,analytical,motivated,collaboration,management,it,consulting,productivity,communication,data management,reporting"
database administrator application analyst,,Davidson Group Services,,,,"Contract, Fixed term",,True,Hybrid,Melbourne,Victoria,-37.8136,144.9631,"sql server,sql,power bi",,"communication,customer service,flexible,administration"
technical data administrator,21-02-2023,Origin Resources Australia Pty Ltd,,,,"Contract, Fixed term",,False,,Perth,Western Australia,,,powerpoint,,"customer service,business management,office administration,management,presentation,leadership,attention to detail,administration,organisation,analysis,data management"
data architect  data modeller  sydney location,21-02-2023,Panasia Group,,850.0,day,"Fulltime, Contract, Fixed term",,False,,Sydney,New South Wales,-33.865,151.2094,"azure,cloud",analytics,"management,project management,leading a team,data management,communication,leadership,planning"
azure data engineer,23-02-2023,Cognizioni IT Solutions LLC,,131645.5,year,"Contract, Fixed term",,True,Fully,,,,,"python,kubernetes,docker,linux,power bi,azure,github",analytics,reporting
database tester,22-02-2023,GoTech Solutions Pty Ltd,,157500.0,year,Fulltime,,False,,Melbourne,Victoria,-37.8136,144.9631,"azure,powerbi,python",etl,"it,consulting"
technical business analystbig data,22-02-2023,Carecone Australia Pty. Ltd,,142500.0,year,Permanent,,False,,Sydney,New South Wales,-33.865,151.2094,,,analysis
senior data  analytics developer  12 months fixed term  possibly permanent,21-02-2023,UGL Limited,,,,Fulltime,,False,,North Shore,New South Wales,,,"azure,power bi,cloud",analytics,"it,administration,organisation,analysis,data analysis,reporting"
big data developer,24-02-2023,Infosys,,,,,,False,,Sydney,New South Wales,-33.865,151.2094,"gcp,oracle,python,spark,cloud,matplotlib,hbase,sql server,azure,java,bokeh,aws,scala,hadoop,hive,sql","visualization,machine learning,probability","analytical,it,consulting,leadership,team player"
senior data administrator,23-02-2023,Charles Darwin University,,107394.0,year,Fulltime,,False,,Casuarina,Northern Territory,,,"sql server,postgres,sql,oracle","research,clustering","analysis,training,management,it,communication,leadership,troubleshooting,research"
data engineer,22-02-2023,West Recruitment,,130000.0,year,Fulltime,,True,Fully,Parramatta,New South Wales,,,"sql server,ssrs,sql,python","analytics,cleansing,etl","management,data management"
data architectdata modeller,21-02-2023,PanAsia HR Resourcing,,750.0,day,"Contract, Fixed term",,False,,Sydney,New South Wales,-33.865,151.2094,"azure,cloud",analytics,"management,project management,leading a team,data management,communication,leadership,planning"
risk analyst and riskdata analyst,21-02-2023,Robert Walters,,,,,,False,,Melbourne,Victoria,-37.8136,144.9631,,recommendations,"analytical,motivated,management,risk management,communication,attention to detail,organisation,innovative,analysis,data analysis"
data manager,22-02-2023,Ashdown Consulting,,975.0,week,"Contract, Fixed term",,True,Fully,Parramatta,New South Wales,,,"tableau,sql,python","research,recommendations,statistics","research,management,written communication,communication,leadership,analysis,data analysis"
acountingcpacfafinancedata trainer,22-02-2023,ecare careers,,47.5,hour,"Parttime, Casual",,False,,Melbourne,Victoria,-37.8136,144.9631,,,"data analysis,planning,training,patience"
database adminapps admin,22-02-2023,Wolfe Co,,,,"Contract, Fixed term",,False,,Perth,Western Australia,,,python,,"it,administration"
business analyst  data privacy,,Charterhouse,,950.0,day,Fixed term,,True,Hybrid,Fitzroy,Victoria,,,,,"analytical,verbal communication,management,project management,business analysis,communication,organisation,analysis"
manager or senior manager  data architect  data  analytics,22-02-2023,EY,,90000.0,year,,Masters,False,,Sydney,New South Wales,-33.865,151.2094,,"analytics,machine learning,visualization,artificial intelligence","analytical,coordination,management,it,data management,consulting,communication,confidence,strategic planning,planning"
data technical business analyst,,Cognizant,,,,Fulltime,Bachelors,False,,Sydney,New South Wales,-33.865,151.2094,"excel,java","etl,recommendations,research,hypothesis","stakeholder management,training,research,management,collaboration,consulting,communication,flexible,innovative,entrepreneurial,planning"
data architect,23-02-2023,HBF,,,,"Fulltime, Permanent",Masters,False,,Perth Central Business District,Western Australia,,,,analytics,"management,it,data management"
technical data analyst,23-02-2023,HAYS,,,,"Contract, Fixed term",,False,,Perth,Western Australia,,,"sql server,power bi,sql,python",forecasting,"it,analytical,flexible,reporting"
el 2 st level 6  discipline lead research data and information,23-02-2023,Australian Government Department of Defence,,138203.5,year,,Masters,False,,Edinburgh,South Australia,,,,research,"business intelligence,coordination,verbal communication,training,collaboration,management,it,literacy,data management,relationship management,communication,leadership,strategic planning,research,planning"
data management specialist,23-02-2023,LEAP Legal Software,,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,cloud,,"stakeholder management,data analysis,training,collaboration,management,relationship building,presentation,written communication,presenting,productivity,communication,attention to detail,mentoring,analysis,data management,decision making"
information management and data support officer,24-02-2023,"Department of Industry, Tourism and Trade",,76351.0,year,"Fulltime, Fixed term",,False,,Darwin,Northern Territory,-12.4381,130.8411,excel,,"management,organisational,communication,attention to detail,reporting"
el1 assistant director intelligence and data analysis,22-02-2023,Comcare,,,,"Fulltime, Parttime",,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,power bi,research,"research,management,analysis,data analysis,reporting"
data architect,21-02-2023,PanAsia HR Resourcing,,825.0,day,"Contract, Fixed term",,False,,Sydney,New South Wales,-33.865,151.2094,,,"analysis,planning"
data communication technicians fifo,21-02-2023,Mergent Group,,55.26,hour,Temp to perm,,False,,Roxby Downs,South Australia,-30.5625,136.8785,,,
senior economist  data scientist  analyst,24-02-2023,"Department of Jobs, Precincts and Regions",,,,Fulltime,,False,,Melbourne City Centre,Victoria,,,,"analytics,research,recommendations,statistics","stakeholder management,analytical,analysis,research"
data analyst,24-02-2023,Karlka Recruiting Group,,,,"Contract, Fixed term",,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,"excel,sas,power bi",,analysis
data governance analyst,22-02-2023,Shell Energy,,,,Fulltime,,True,Hybrid,Melbourne,Victoria,-37.8136,144.9631,net,"analytics,recommendations","stakeholder management,respectful,analytical,motivated,collaboration,management,it,coaching,communication,innovative,analysis,data management"
head of data and digital,21-02-2023,City of Boroondara,,,,"Fulltime, Fixed term",,False,,Camberwell,New South Wales,,,cloud,"gis,analytics","management,it,leadership,organisation,data management,reporting"
digital and data consultant,22-02-2023,Turner & Townsend,,,,Fulltime,,True,Fully,Sydney,New South Wales,-33.865,151.2094,"python,tableau,r,azure,excel,powerbi,sql","dashboard,machine learning,analytics,cleaning,recommendations,statistics","business intelligence,analytical,business management,enthusiastic,verbal communication,management,it,project management,data management,consulting,communication,data entry,flexible,planning,reporting"
associate director data risk management,22-02-2023,NAB - National Australia Bank,,,,"Fulltime, Permanent",,True,Hybrid,Melbourne,Victoria,-37.8136,144.9631,excel,,"management,it,relationship building,risk management,consulting,writing,communication,leadership,flexible,reporting"
senior data solutions consultant,,Informatica,,,,Fulltime,Bachelors,False,,Perth,Western Australia,,,"oracle,cloud,python,azure,aws",etl,"creativity,management,presentation,troubleshooting,patience,organisation,data management"
data architect,21-02-2023,PanAsia HR Resourcing,,825.0,day,Contract,,False,,Sydney,New South Wales,-33.865,151.2094,,,"analysis,planning"
lmt_developer programmer_data engineer  sydneymelbourneadelaidebrisbanehobartperthcanberraaustralia all locations,21-02-2023,Capgemini Australia,,153500.0,year,,,False,,,,,,"net,sql","ai,etl","analytical,management,it,business analysis,writing,communication,attention to detail,flexible,innovative,analysis,data management"
cloud data engineer,21-02-2023,PaidRight,,130000.0,year,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"gcp,python,cloud,tableau,aws,bigquery",analytics,"it,flexible"
data analytics reporting lead,23-02-2023,EGM Partners,,,,,,False,,Adelaide Region,South Australia,,,"tableau,sql,power bi","analytics,research","productivity,research,consulting,reporting"
senior data analyst  contract 6 months,22-02-2023,Bluefin Resources,,,,"Contract, Fixed term",,False,,Melbourne,Victoria,-37.8136,144.9631,power bi,,"analytical,management,it,productivity,time management,decision making"
data analyst  multiple roles,24-02-2023,face2face Recruitment,,70.0,hour,Fulltime,,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,"c,excel,sas,power bi",research,"coordination,research,management,innovative,analysis"
senior data consultant,24-02-2023,Brennan IT,,,,"Fulltime, Permanent",,False,,Melbourne,Victoria,-37.8136,144.9631,"google cloud,oracle,cloud,tableau,qlik,power bi,sql server,azure,aws,sql","ai,analytics","management,it,project management,reporting"
administration  data services officer,23-02-2023,Halcyon Knights - LogicMelon,,,,"Contract, Fixed term",,True,Fully,Sydney,New South Wales,-33.865,151.2094,,,"management,risk management,leadership,resilience,flexible,administration"
health  safety reporting and data advisor,24-02-2023,Suburban Rail Loop Authority,,,,Fulltime,,False,,Melbourne City Centre,Victoria,,,,econometrics,"communication,flexible,organisation,planning,reporting"
systems analyst  ms sql database admin,22-02-2023,HCM Australia,,115000.0,year,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"php,oracle,linux,unix,mysql,sql server,azure,aws,sql",tuning,"it,presentation,troubleshooting,attention to detail,administration,planning"
administration  data services officer jp1728,23-02-2023,halcyonknights,,,,"Contract, Fixed term",,False,,Parramatta,New South Wales,,,,,"management,risk management,leadership,resilience,administration"
data storage administrator,23-02-2023,Spring Professional,,,,Fulltime,,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,,,
senior consultant  data  ai,21-02-2023,Deloitte,,,,,,False,,Melbourne,Victoria,-37.8136,144.9631,"gcp,cloud,python,r,mysql,azure,aws,snowflake,sql","ai,analytics","reporting,management,it,coaching,project management,consulting,business acumen,flexible,decision making"
senior azure data engineer,22-02-2023,Employment Plus AU,,15900.0,month,Fulltime,,False,,Redfern,New South Wales,,,"azure,sql,cloud","analytics,etl,pipeline","collaboration,flexible,independent,organisation,innovative,reporting"
data  analytics strategy lead and director,23-02-2023,Anson McCade,,,,Fulltime,,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,,"ai,analytics","energetic,motivated,management,it,leadership,innovative"
data analyst,22-02-2023,HAYS,,,,Fixed term,,False,,Gold Coast,Queensland,-28.0167,153.4,"azure,power bi,cloud","analytics,etl","analytical,business management,management,project management,attention to detail,organisation,data management,reporting"
manager enterprise data utility,24-02-2023,BHP,,,,,,False,,Perth,Western Australia,,,,research,"collaboration,management,it,productivity,communication,team player,flexible,research,planning"
senior data analyst,,Fair Work Ombudsman,,,,"Fulltime, Parttime",,False,,Melbourne,Victoria,-37.8136,144.9631,"r,sql,power bi","analytics,cleaning,statistics","analytical,training,management,attention to detail,mentoring,independent,flexible,innovative,analysis"
commodities and global markets  data business analyst,22-02-2023,Macquarie Group Limited,,,,"Fulltime, Permanent",,False,,Sydney,New South Wales,-33.865,151.2094,,analytics,"analytical,management,it,communication,flexible,innovative"
data engineer,22-02-2023,Quantexa,,,,,,False,,Melbourne,Victoria,-37.8136,144.9631,"google cloud,gcp,hadoop,cloud,spark,python,java,scala,elasticsearch","analytics,cleansing,etl","training,it,consulting,dedication,personal development"
data  comms vsp phase 2,21-02-2023,Mergent Group,,53.265,hour,"Contract, Fixed term",,False,,Roxby Downs,South Australia,-30.5625,136.8785,,,communication
data architect,23-02-2023,HAYS,,,,Permanent,,False,,Perth,Western Australia,,,azure,analytics,"management,it,communication,flexible,data management,reporting"
senior data analyst,21-02-2023,Department of Education and Training,,,,Fulltime,,False,,Melbourne City Centre,Victoria,,,,"analytics,statistics","enthusiastic,training,management,project management,analysis,planning,reporting"
data solution architect,,HAYS,,,,"Contract, Fixed term",Masters,False,,Melbourne City Centre,Victoria,,,"spark,snowflake,aws,cloud","ai,analytics","management,organisation,data management,reporting"
commercial data analyst,24-02-2023,Niche212,,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,excel,"analytics,recommendations,segmentation","analytical,motivated,it,teamwork,innovative,analysis,data analysis,reporting"
executive level 1  senior data analyst,,Australian Government - Department of Health,,,,,,False,,Woden,Australian Capital Territory,,,,,"supervising,analysis,data analysis,enthusiastic"
senior manager  data analytics  technology  canberra,23-02-2023,Deloitte,,,,,,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,"python,tableau,r,qlik,power bi,sql server,vba,sql","analytics,statistics","analytical,coaching,management,it,project management,organisational,communication,flexible,analysis"
data product owner,21-02-2023,Talent Insights Group,,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,,"analytics,research","analysis,team leadership,literacy,it,leadership,flexible,organisation,research,planning,reporting"
informatica data engineer,22-02-2023,CareCone Australia,,700.0,day,"Fulltime, Permanent",,False,,Sydney,New South Wales,-33.865,151.2094,"linux,aws,sql,cloud",etl,"resilience,administration"
data engineer,22-02-2023,Sustainability Consulting,,950.0,week,"Contract, Fixed term",,True,Fully,Sydney,New South Wales,-33.865,151.2094,"python,spark,java,aws,kafka",cleansing,"innovative,analytical,consulting,flexible"
commercial data manager,23-02-2023,Dynamo Recruitment,,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"tableau,excel,sql,python",,"business intelligence,collaboration,leading a team,attention to detail,flexible,organisation,analysis,reporting"
account executive data centre,24-02-2023,HRG,,140000.0,year,Fulltime,,False,,Northern Beaches,New South Wales,,,,,"loyal,customer service,analytical,training,it,flexible,organisation"
development coordination officer data management and results monitoring  repo,22-02-2023,United Nations,,,,,,False,,Bridgetown,Western Australia,-33.9583,116.1381,c,"visualization,research,data mining,statistics","analysis,coordination,analytical,collaboration,training,management,motivated,data analysis,cooperation,leadership,administration,independent,networking,strategic planning,research,planning,reporting"
data architect,21-02-2023,axr,,,,"Contract, Fixed term",Masters,True,Fully,Sydney,New South Wales,-33.865,151.2094,hana,,"stakeholder management,management,it,organisational,organisation,analysis,data management"
247 data centre technician,23-02-2023,NEXTDC,,,,Fulltime,,True,Hybrid,West Footscray,Victoria,,,,,"management,customer service,communication,collaboration"
mssql database administrator,23-02-2023,Illuminated Solutions,,,,"Contract, Fixed term",,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,azure,"analytics,tuning","management,administration"
data analyst,24-02-2023,Paxus Australia Pty Ltd,,,,"Contract, Fixed term",,True,Hybrid,Gold Coast,Queensland,-28.0167,153.4,"azure,power bi","analytics,etl","management,business management,data management,reporting"
data engineeraws,24-02-2023,Aurec Human Capital Group,,152500.0,year,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"python,cloud,nosql,aws,lambda",pipeline,"communication,it,flexible"
executive level 1  senior data analyst,,National Health Funding Body,,116315.5,year,Fulltime,,False,,Woden,Australian Capital Territory,,,,"research,classification","customer service,analytical,data analysis,training,research,management,collaboration,supervising,project management,data management,written communication,communication,analysis,planning"
senior data administrator,,The Staffing Group,,100000.0,year,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"sql server,postgres,sql,oracle","research,clustering","analysis,training,management,it,communication,leadership,troubleshooting,research"
lead mssql database administrator,23-02-2023,Illuminated Solutions,,,,"Contract, Fixed term",,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,azure,"analytics,tuning","management,administration"
